team_id,time,packet_id,lat,lon,sat,temp,humidity,alt_baro,acc_x,acc_y,acc_z,heading,pm1_0,pm2_5,pm10,voltage,current,watt,battery_percent,status
NAJA,0.4,1.0,-1.0,-1.0,0.0,26.12,44.72,346.6,584.0,4.0,808.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,1.4,2.0,-1.0,-1.0,0.0,26.13,44.67,346.5,584.0,4.0,812.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,2.4,3.0,-1.0,-1.0,0.0,26.13,44.67,346.3,580.0,4.0,804.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,3.4,4.0,-1.0,-1.0,0.0,26.14,44.71,346.4,580.0,4.0,808.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,4.4,5.0,-1.0,-1.0,0.0,26.14,44.66,346.5,580.0,0.0,804.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,5.4,6.0,-1.0,-1.0,0.0,26.13,44.67,346.4,580.0,0.0,816.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,6.4,7.0,-1.0,-1.0,0.0,26.14,44.73,346.3,584.0,0.0,812.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,7.4,8.0,-1.0,-1.0,0.0,26.14,44.68,346.4,576.0,4.0,808.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,8.4,9.0,-1.0,-1.0,0.0,26.15,44.72,346.4,576.0,4.0,808.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,9.4,10.0,-1.0,-1.0,0.0,26.15,44.7,346.3,576.0,4.0,816.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,10.4,11.0,-1.0,-1.0,0.0,26.14,44.67,346.3,580.0,0.0,808.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,11.4,12.0,-1.0,-1.0,0.0,26.12,44.6,346.3,576.0,0.0,812.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,12.4,13.0,-1.0,-1.0,0.0,26.13,44.56,346.2,576.0,4.0,808.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,13.4,14.0,-1.0,-1.0,0.0,26.14,44.47,346.4,736.0,-4.0,524.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,14.4,15.0,-1.0,-1.0,0.0,26.11,44.38,346.5,764.0,284.0,408.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,15.4,16.0,-1.0,-1.0,0.0,26.1,44.35,346.2,588.0,0.0,744.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,16.4,17.0,-1.0,-1.0,0.0,26.12,44.36,346.4,564.0,0.0,816.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,17.4,18.0,-1.0,-1.0,0.0,26.12,44.49,346.3,564.0,0.0,820.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,18.4,19.0,-1.0,-1.0,0.0,26.12,44.66,346.5,560.0,0.0,820.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,19.4,20.0,-1.0,-1.0,0.0,26.12,44.69,346.4,560.0,4.0,816.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,20.4,21.0,-1.0,-1.0,0.0,26.13,44.65,346.5,564.0,4.0,816.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,21.4,22.0,-1.0,-1.0,0.0,26.14,44.63,346.3,560.0,4.0,816.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,22.4,23.0,-1.0,-1.0,0.0,26.15,44.62,346.3,564.0,0.0,820.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
NAJA,23.4,24.0,-1.0,-1.0,0.0,26.15,44.58,346.3,568.0,0.0,816.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0
