team_id,time,packet_id,lat,lon,sat,temp,humidity,alt_baro,acc_x,acc_y,acc_z,heading,pm1_0,pm2_5,pm10,voltage,current,watt,battery_percent,status
14,0,1,18.123461,98.123466,11,27,65,500.5,1.9,79.993,1001.709,0,11,21,36,4.2,120.19,0.505,99,1
14,0.1,2,18.123466,98.123474,12,27.01,65.1,503,11.971,79.718,1010.568,1,12,22,37,4.2,121.199,0.509,99,1
14,0.2,3,18.123472,98.123482,13,27.02,65.1,505.5,21.921,79.045,1018.465,2,13,23,38,4.2,122.206,0.513,99,1
14,0.3,4,18.123478,98.123489,14,27.03,65.2,508,31.646,77.976,1024.679,3,14,24,39,4.2,123.206,0.517,99,1
14,0.4,5,18.123484,98.123497,10,27.04,65.2,510.6,41.05,76.519,1028.644,4,15,25,40,4.2,124.199,0.522,99,1
14,0.5,6,18.123489,98.123505,11,27.05,65.3,513.1,50.035,74.678,1030,5,16,26,41,4.199,125.18,0.526,99,1
14,0.6,7,18.123495,98.123512,12,27.06,65.3,515.6,58.51,72.465,1028.623,6,17,27,42,4.199,126.149,0.53,99,1
14,0.7,8,18.123501,98.12352,13,27.07,65.4,518.2,66.388,69.89,1024.637,7,18,28,43,4.199,127.102,0.534,99,1
14,0.8,9,18.123507,98.123528,14,27.08,65.4,520.7,73.59,66.965,1018.408,8,19,29,44,4.199,128.036,0.538,99,1
14,0.9,10,18.123512,98.123535,10,27.09,65.5,523.2,80.042,63.706,1010.501,9,10,30,45,4.199,128.951,0.541,99,1
14,1,11,18.123518,98.123543,11,27.1,65.5,525.7,85.678,60.129,1001.637,10,11,31,46,4.199,129.842,0.545,99,1
14,1.1,12,18.123524,98.12355,12,27.11,65.6,528.2,90.441,56.251,992.624,11,12,32,47,4.199,130.708,0.549,99,1
14,1.2,13,18.123529,98.123558,13,27.12,65.6,530.8,94.282,52.092,984.283,12,13,33,48,4.199,131.547,0.552,99,1
14,1.3,14,18.123535,98.123566,14,27.13,65.7,533.3,97.162,47.673,977.375,13,14,34,49,4.199,132.357,0.556,99,1
14,1.4,15,18.123541,98.123573,10,27.14,65.7,535.8,99.052,43.015,972.527,14,15,20,50,4.199,133.135,0.559,99,1
14,1.5,16,18.123547,98.123581,11,27.15,65.8,538.3,99.932,38.143,970.183,15,16,21,51,4.198,133.88,0.562,99,1
14,1.6,17,18.123552,98.123589,12,27.16,65.8,540.9,99.794,33.08,970.555,16,17,22,52,4.198,134.589,0.565,99,1
14,1.7,18,18.123558,98.123596,13,27.17,65.9,543.4,98.638,27.852,973.61,17,18,23,53,4.198,135.261,0.568,99,1
14,1.8,19,18.123564,98.123604,14,27.18,65.9,545.9,96.478,22.485,979.069,18,19,24,54,4.198,135.894,0.571,99,1
14,1.9,20,18.123569,98.123611,10,27.19,66,548.5,93.333,17.005,986.435,19,10,25,35,4.198,136.486,0.573,99,1
14,2,21,18.123575,98.123619,11,27.2,66,551,89.238,11.44,995.037,20,11,26,36,4.198,137.037,0.575,99,1
14,2.1,22,18.123581,98.123627,12,27.21,66.1,553.5,84.233,5.819,1004.092,21,12,27,37,4.198,137.544,0.577,99,1
14,2.2,23,18.123587,98.123634,13,27.22,66.1,556,78.37,0.168,1012.773,22,13,28,38,4.198,138.006,0.579,99,1
14,2.3,24,18.123592,98.123642,14,27.23,66.2,558.5,71.707,-5.484,1020.291,23,14,29,39,4.198,138.423,0.581,99,1
14,2.4,25,18.123598,98.12365,10,27.23,66.2,561.1,64.314,-11.108,1025.96,24,15,30,40,4.198,138.792,0.583,99,1
14,2.5,26,18.123604,98.123657,11,27.24,66.3,563.6,56.265,-16.677,1029.264,25,16,31,41,4.197,139.114,0.584,99,1
14,2.6,27,18.12361,98.123665,12,27.25,66.3,566.1,47.643,-22.163,1029.902,26,17,32,42,4.197,139.387,0.585,99,1
14,2.7,28,18.123615,98.123672,13,27.26,66.4,568.7,38.536,-27.537,1027.815,27,18,33,43,4.197,139.61,0.586,99,1
14,2.8,29,18.123621,98.12368,14,27.27,66.4,571.2,29.035,-32.774,1023.194,28,19,34,44,4.197,139.783,0.587,99,1
14,2.9,30,18.123627,98.123688,10,27.28,66.5,573.7,19.239,-37.848,1016.46,29,10,20,45,4.197,139.906,0.587,99,1
14,3,31,18.123632,98.123695,11,27.29,66.5,576.2,9.246,-42.732,1008.227,30,11,21,46,4.197,139.979,0.587,99,1
14,3.2,32,18.123638,98.123703,12,27.29,66.5,578.8,-0.841,-47.403,999.243,31,12,22,47,4.197,140,0.588,99,1
