team_id,time,packet_id,lat,lon,sat,temp,humidity,alt_baro,acc_x,acc_y,acc_z,heading,pm1_0,pm2_5,pm10,voltage,current,watt,battery_percent,status
14,0.0,1.0,18.123461,98.123466,11.0,27.0,65.0,500.5,1.9,79.993,1001.709,0.0,11.0,21.0,36.0,4.2,120.19,0.505,99.0,1.0
14,0.1,2.0,18.123466,98.123474,12.0,27.01,65.1,503.0,11.971,79.718,1010.568,1.0,12.0,22.0,37.0,4.2,121.199,0.509,99.0,1.0
14,0.2,3.0,18.123472,98.123482,13.0,27.02,65.1,505.5,21.921,79.045,1018.465,2.0,13.0,23.0,38.0,4.2,122.206,0.513,99.0,1.0
14,0.3,4.0,18.123478,98.123489,14.0,27.03,65.2,508.0,31.646,77.976,1024.679,3.0,14.0,24.0,39.0,4.2,123.206,0.517,99.0,1.0
14,0.4,5.0,18.123484,98.123497,10.0,27.04,65.2,510.6,41.05,76.519,1028.644,4.0,15.0,25.0,40.0,4.2,124.199,0.522,99.0,1.0
14,0.5,6.0,18.123489,98.123505,11.0,27.05,65.3,513.1,50.035,74.678,1030.0,5.0,16.0,26.0,41.0,4.199,125.18,0.526,99.0,1.0
14,0.6,7.0,18.123495,98.123512,12.0,27.06,65.3,515.6,58.51,72.465,1028.623,6.0,17.0,27.0,42.0,4.199,126.149,0.53,99.0,1.0
14,0.7,8.0,18.123501,98.12352,13.0,27.07,65.4,518.2,66.388,69.89,1024.637,7.0,18.0,28.0,43.0,4.199,127.102,0.534,99.0,1.0
14,0.8,9.0,18.123507,98.123528,14.0,27.08,65.4,520.7,73.59,66.965,1018.408,8.0,19.0,29.0,44.0,4.199,128.036,0.538,99.0,1.0
14,0.9,10.0,18.123512,98.123535,10.0,27.09,65.5,523.2,80.042,63.706,1010.501,9.0,10.0,30.0,45.0,4.199,128.951,0.541,99.0,1.0
14,1.0,11.0,18.123518,98.123543,11.0,27.1,65.5,525.7,85.678,60.129,1001.637,10.0,11.0,31.0,46.0,4.199,129.842,0.545,99.0,1.0
14,1.1,12.0,18.123524,98.12355,12.0,27.11,65.6,528.2,90.441,56.251,992.624,11.0,12.0,32.0,47.0,4.199,130.708,0.549,99.0,1.0
14,1.2,13.0,18.123529,98.123558,13.0,27.12,65.6,530.8,94.282,52.092,984.283,12.0,13.0,33.0,48.0,4.199,131.547,0.552,99.0,1.0
14,1.3,14.0,18.123535,98.123566,14.0,27.13,65.7,533.3,97.162,47.673,977.375,13.0,14.0,34.0,49.0,4.199,132.357,0.556,99.0,1.0
14,1.4,15.0,18.123541,98.123573,10.0,27.14,65.7,535.8,99.052,43.015,972.527,14.0,15.0,20.0,50.0,4.199,133.135,0.559,99.0,1.0
14,1.5,16.0,18.123547,98.123581,11.0,27.15,65.8,538.3,99.932,38.143,970.183,15.0,16.0,21.0,51.0,4.198,133.88,0.562,99.0,1.0
14,1.6,17.0,18.123552,98.123589,12.0,27.16,65.8,540.9,99.794,33.08,970.555,16.0,17.0,22.0,52.0,4.198,134.589,0.565,99.0,1.0
14,1.7,18.0,18.123558,98.123596,13.0,27.17,65.9,543.4,98.638,27.852,973.61,17.0,18.0,23.0,53.0,4.198,135.261,0.568,99.0,1.0
14,1.8,19.0,18.123564,98.123604,14.0,27.18,65.9,545.9,96.478,22.485,979.069,18.0,19.0,24.0,54.0,4.198,135.894,0.571,99.0,1.0
14,1.9,20.0,18.123569,98.123611,10.0,27.19,66.0,548.5,93.333,17.005,986.435,19.0,10.0,25.0,35.0,4.198,136.486,0.573,99.0,1.0
14,2.0,21.0,18.123575,98.123619,11.0,27.2,66.0,551.0,89.238,11.44,995.037,20.0,11.0,26.0,36.0,4.198,137.037,0.575,99.0,1.0
14,2.1,22.0,18.123581,98.123627,12.0,27.21,66.1,553.5,84.233,5.819,1004.092,21.0,12.0,27.0,37.0,4.198,137.544,0.577,99.0,1.0
14,2.2,23.0,18.123587,98.123634,13.0,27.22,66.1,556.0,78.37,0.168,1012.773,22.0,13.0,28.0,38.0,4.198,138.006,0.579,99.0,1.0
14,2.3,24.0,18.123592,98.123642,14.0,27.23,66.2,558.5,71.707,-5.484,1020.291,23.0,14.0,29.0,39.0,4.198,138.423,0.581,99.0,1.0
14,2.4,25.0,18.123598,98.12365,10.0,27.23,66.2,561.1,64.314,-11.108,1025.96,24.0,15.0,30.0,40.0,4.198,138.792,0.583,99.0,1.0
14,2.5,26.0,18.123604,98.123657,11.0,27.24,66.3,563.6,56.265,-16.677,1029.264,25.0,16.0,31.0,41.0,4.197,139.114,0.584,99.0,1.0
14,2.6,27.0,18.12361,98.123665,12.0,27.25,66.3,566.1,47.643,-22.163,1029.902,26.0,17.0,32.0,42.0,4.197,139.387,0.585,99.0,1.0
14,2.7,28.0,18.123615,98.123672,13.0,27.26,66.4,568.7,38.536,-27.537,1027.815,27.0,18.0,33.0,43.0,4.197,139.61,0.586,99.0,1.0
14,2.8,29.0,18.123621,98.12368,14.0,27.27,66.4,571.2,29.035,-32.774,1023.194,28.0,19.0,34.0,44.0,4.197,139.783,0.587,99.0,1.0
14,2.9,30.0,18.123627,98.123688,10.0,27.28,66.5,573.7,19.239,-37.848,1016.46,29.0,10.0,20.0,45.0,4.197,139.906,0.587,99.0,1.0
14,3.0,31.0,18.123632,98.123695,11.0,27.29,66.5,576.2,9.246,-42.732,1008.227,30.0,11.0,21.0,46.0,4.197,139.979,0.587,99.0,1.0
14,3.2,32.0,18.123638,98.123703,12.0,27.29,66.5,578.8,-0.841,-47.403,999.243,31.0,12.0,22.0,47.0,4.197,140.0,0.588,99.0,1.0
14,3.3,33.0,18.123644,98.123711,13.0,27.3,66.6,581.3,-10.919,-51.837,990.329,32.0,13.0,23.0,48.0,4.197,139.97,0.587,99.0,1.0
14,3.4,34.0,18.12365,98.123718,14.0,27.31,66.6,583.8,-20.886,-56.012,982.296,33.0,14.0,24.0,49.0,4.197,139.889,0.587,99.0,1.0
14,3.5,35.0,18.123655,98.123726,10.0,27.32,66.7,586.3,-30.64,-59.907,975.876,34.0,15.0,25.0,50.0,4.197,139.758,0.587,99.0,1.0
14,3.6,36.0,18.123661,98.123734,11.0,27.33,66.7,588.8,-40.082,-63.503,971.654,35.0,16.0,26.0,51.0,4.196,139.576,0.586,99.0,1.0
14,3.7,37.0,18.123667,98.123741,12.0,27.33,66.8,591.4,-49.115,-66.781,970.014,36.0,17.0,27.0,52.0,4.196,139.345,0.585,99.0,1.0
14,3.8,38.0,18.123672,98.123749,13.0,27.34,66.8,593.9,-57.647,-69.726,971.106,37.0,18.0,28.0,53.0,4.196,139.064,0.584,99.0,1.0
14,3.9,39.0,18.123678,98.123756,14.0,27.35,66.9,596.4,-65.593,-72.322,974.831,38.0,19.0,29.0,54.0,4.196,138.734,0.582,99.0,1.0
14,4.0,40.0,18.123684,98.123764,10.0,27.36,66.9,599.0,-72.869,-74.557,980.849,39.0,10.0,30.0,35.0,4.196,138.357,0.581,99.0,1.0
14,4.1,41.0,18.12369,98.123772,11.0,27.36,67.0,601.5,-79.403,-76.42,988.612,40.0,11.0,31.0,36.0,4.196,137.933,0.579,99.0,1.0
14,4.2,42.0,18.123695,98.123779,12.0,27.37,67.0,604.0,-85.127,-77.901,997.412,41.0,12.0,32.0,37.0,4.196,137.463,0.577,99.0,1.0
14,4.3,43.0,18.123701,98.123787,13.0,27.38,67.1,606.5,-89.984,-78.992,1006.448,42.0,13.0,33.0,38.0,4.196,136.948,0.575,99.0,1.0
14,4.4,44.0,18.123707,98.123795,14.0,27.38,67.1,609.0,-93.924,-79.689,1014.897,43.0,14.0,34.0,39.0,4.196,136.391,0.572,99.0,1.0
14,4.5,45.0,18.123713,98.123802,10.0,27.39,67.2,611.6,-96.906,-79.988,1021.988,44.0,15.0,20.0,40.0,4.196,135.791,0.57,99.0,1.0
14,4.6,46.0,18.123718,98.12381,11.0,27.4,67.2,614.1,-98.901,-79.887,1027.076,45.0,16.0,21.0,41.0,4.195,135.152,0.567,99.0,1.0
14,4.7,47.0,18.123724,98.123817,12.0,27.4,67.2,616.6,-99.888,-79.387,1029.697,46.0,17.0,22.0,42.0,4.195,134.473,0.564,99.0,1.0
14,4.8,48.0,18.12373,98.123825,13.0,27.41,67.3,619.2,-99.856,-78.49,1029.613,47.0,18.0,23.0,43.0,4.195,133.758,0.561,99.0,1.0
14,4.9,49.0,18.123735,98.123833,14.0,27.41,67.3,621.7,-98.807,-77.201,1026.83,48.0,19.0,24.0,44.0,4.195,133.008,0.558,99.0,1.0
14,5.0,50.0,18.123741,98.12384,10.0,27.42,67.4,624.2,-96.751,-75.526,1021.603,49.0,10.0,25.0,45.0,4.195,132.224,0.555,99.0,1.0
14,5.1,51.0,18.123747,98.123848,11.0,27.42,67.4,626.7,-93.709,-73.474,1014.408,50.0,11.0,26.0,46.0,4.195,131.41,0.551,99.0,1.0
14,5.2,52.0,18.123753,98.123856,12.0,27.43,67.5,629.2,-89.711,-71.055,1005.9,51.0,12.0,27.0,47.0,4.195,130.566,0.548,99.0,1.0
14,5.3,53.0,18.123758,98.123863,13.0,27.43,67.5,631.8,-84.799,-68.281,996.855,52.0,13.0,28.0,48.0,4.195,129.695,0.544,99.0,1.0
14,5.4,54.0,18.123764,98.123871,14.0,27.44,67.6,634.3,-79.023,-65.166,988.096,53.0,14.0,29.0,49.0,4.195,128.8,0.54,99.0,1.0
14,5.5,55.0,18.12377,98.123878,10.0,27.44,67.6,636.8,-72.441,-61.725,980.421,54.0,15.0,30.0,50.0,4.195,127.882,0.536,99.0,1.0
14,5.6,56.0,18.123775,98.123886,11.0,27.45,67.6,639.3,-65.122,-57.975,974.531,55.0,16.0,31.0,51.0,4.194,126.944,0.532,99.0,1.0
14,5.7,57.0,18.123781,98.123894,12.0,27.45,67.7,641.9,-57.138,-53.936,970.961,56.0,17.0,32.0,52.0,4.194,125.989,0.528,99.0,1.0
14,5.8,58.0,18.123787,98.123901,13.0,27.46,67.7,644.4,-48.572,-49.628,970.036,57.0,18.0,33.0,53.0,4.194,125.018,0.524,99.0,1.0
14,5.9,59.0,18.123793,98.123909,14.0,27.46,67.8,646.9,-39.511,-45.072,971.842,58.0,19.0,34.0,54.0,4.194,124.034,0.52,99.0,1.0
14,6.0,60.0,18.123798,98.123917,10.0,27.47,67.8,649.5,-30.047,-40.29,976.213,59.0,10.0,20.0,35.0,4.194,123.04,0.516,99.0,1.0
14,6.1,61.0,18.123804,98.123924,11.0,27.47,67.9,652.0,-20.277,-35.307,982.751,60.0,11.0,21.0,36.0,4.194,122.038,0.512,99.0,1.0
14,6.2,62.0,18.12381,98.123932,12.0,27.47,67.9,654.5,-10.3,-30.148,990.861,61.0,12.0,22.0,37.0,4.194,121.031,0.508,99.0,1.0
14,6.3,63.0,18.123816,98.12394,13.0,27.48,67.9,657.0,-0.219,-24.838,999.803,62.0,13.0,23.0,38.0,4.194,120.022,0.503,99.0,1.0
14,6.4,64.0,18.123821,98.123947,14.0,27.48,68.0,659.5,9.865,-19.404,1008.764,63.0,14.0,24.0,39.0,4.194,119.012,0.499,99.0,1.0
14,6.5,65.0,18.123827,98.123955,10.0,27.48,68.0,662.1,19.849,-13.873,1016.925,64.0,15.0,25.0,40.0,4.194,118.005,0.495,99.0,1.0
14,6.6,66.0,18.123833,98.123962,11.0,27.48,68.1,664.6,29.63,-8.272,1023.545,65.0,16.0,26.0,41.0,4.193,117.003,0.491,99.0,1.0
14,6.7,67.0,18.123838,98.12397,12.0,27.49,68.1,667.1,39.109,-2.631,1028.02,66.0,17.0,27.0,42.0,4.193,116.009,0.486,99.0,1.0
14,6.8,68.0,18.123844,98.123978,13.0,27.49,68.1,669.7,48.189,3.024,1029.942,67.0,18.0,28.0,43.0,4.193,115.025,0.482,99.0,1.0
14,6.9,69.0,18.12385,98.123985,14.0,27.49,68.2,672.2,56.779,8.664,1029.135,68.0,19.0,29.0,44.0,4.193,114.053,0.478,99.0,1.0
14,7.0,70.0,18.123856,98.123993,10.0,27.49,68.2,674.7,64.789,14.26,1025.675,69.0,10.0,30.0,45.0,4.193,113.097,0.474,99.0,1.0
14,7.1,71.0,18.123861,98.124001,11.0,27.49,68.3,677.2,72.14,19.785,1019.875,70.0,11.0,31.0,46.0,4.193,112.158,0.47,99.0,1.0
14,7.2,72.0,18.123867,98.124008,12.0,27.5,68.3,679.8,78.754,25.212,1012.264,71.0,12.0,32.0,47.0,4.193,111.239,0.466,99.0,1.0
14,7.3,73.0,18.123873,98.124016,13.0,27.5,68.3,682.3,84.567,30.512,1003.536,72.0,13.0,33.0,48.0,4.193,110.343,0.463,99.0,1.0
14,7.4,74.0,18.123878,98.124023,14.0,27.5,68.4,684.8,89.517,35.66,994.486,73.0,14.0,34.0,49.0,4.193,109.471,0.459,99.0,1.0
14,7.5,75.0,18.123884,98.124031,10.0,27.5,68.4,687.3,93.555,40.63,985.938,74.0,15.0,20.0,50.0,4.193,108.626,0.455,99.0,1.0
14,7.6,76.0,18.12389,98.124039,11.0,27.5,68.4,689.8,96.639,45.396,978.671,75.0,16.0,21.0,51.0,4.192,107.81,0.452,99.0,1.0
14,7.7,77.0,18.123896,98.124046,12.0,27.5,68.5,692.4,98.739,49.936,973.348,76.0,17.0,22.0,52.0,4.192,107.026,0.449,99.0,1.0
14,7.8,78.0,18.123901,98.124054,13.0,27.5,68.5,694.9,99.832,54.227,970.453,77.0,18.0,23.0,53.0,4.192,106.274,0.446,99.0,1.0
14,7.9,79.0,18.123907,98.124062,14.0,27.5,68.6,697.4,99.907,58.246,970.25,78.0,19.0,24.0,54.0,4.192,105.557,0.443,99.0,1.0
14,8.0,80.0,18.123913,98.124069,10.0,27.5,68.6,700.0,98.965,61.975,972.757,79.0,10.0,25.0,35.0,4.192,104.877,0.44,99.0,1.0
14,8.1,81.0,18.123919,98.124077,11.0,27.5,68.6,702.5,97.013,65.393,977.746,80.0,11.0,26.0,36.0,4.192,104.236,0.437,99.0,1.0
14,8.2,82.0,18.123924,98.124084,12.0,27.5,68.7,705.0,94.073,68.485,984.763,82.0,12.0,27.0,37.0,4.192,103.634,0.434,99.0,1.0
14,8.3,83.0,18.12393,98.124092,13.0,27.5,68.7,707.5,90.174,71.235,993.168,83.0,13.0,28.0,38.0,4.192,103.075,0.432,99.0,1.0
14,8.4,84.0,18.123936,98.1241,14.0,27.5,68.7,710.0,85.356,73.629,1002.196,84.0,14.0,29.0,39.0,4.192,102.559,0.43,99.0,1.0
14,8.5,85.0,18.123941,98.124107,10.0,27.5,68.8,712.6,79.668,75.655,1011.023,85.0,15.0,30.0,40.0,4.191,102.087,0.428,99.0,1.0
14,8.6,86.0,18.123947,98.124115,11.0,27.49,68.8,715.1,73.168,77.303,1018.846,86.0,16.0,31.0,41.0,4.191,101.661,0.426,99.0,1.0
14,8.7,87.0,18.123953,98.124123,12.0,27.49,68.8,717.6,65.922,78.565,1024.953,87.0,17.0,32.0,42.0,4.191,101.281,0.424,99.0,1.0
14,8.8,88.0,18.123959,98.12413,13.0,27.49,68.9,720.2,58.004,79.434,1028.785,88.0,18.0,33.0,43.0,4.191,100.95,0.423,99.0,1.0
14,8.9,89.0,18.123964,98.124138,14.0,27.49,68.9,722.7,49.495,79.907,1029.995,89.0,19.0,34.0,44.0,4.191,100.667,0.422,99.0,1.0
14,9.0,90.0,18.12397,98.124146,10.0,27.49,68.9,725.2,40.482,79.98,1028.473,90.0,10.0,20.0,45.0,4.191,100.433,0.421,98.0,1.0
14,9.1,91.0,18.123976,98.124153,11.0,27.48,69.0,727.7,31.056,79.653,1024.356,91.0,11.0,21.0,46.0,4.191,100.249,0.42,98.0,1.0
14,9.2,92.0,18.123981,98.124161,12.0,27.48,69.0,730.2,21.313,78.929,1018.02,92.0,12.0,22.0,47.0,4.191,100.115,0.42,98.0,1.0
14,9.3,93.0,18.123987,98.124168,13.0,27.48,69.0,732.8,11.353,77.81,1010.042,93.0,13.0,23.0,48.0,4.191,100.032,0.419,98.0,1.0
14,9.4,94.0,18.123993,98.124176,14.0,27.48,69.0,735.3,1.278,76.303,1001.15,94.0,14.0,24.0,49.0,4.191,100.0,0.419,98.0,1.0
14,9.5,95.0,18.123999,98.124184,10.0,27.47,69.1,737.8,-8.811,74.414,992.152,95.0,15.0,25.0,50.0,4.19,100.019,0.419,98.0,1.0
14,9.6,96.0,18.124004,98.124191,11.0,27.47,69.1,740.4,-18.81,72.153,983.87,96.0,16.0,26.0,51.0,4.19,100.089,0.419,98.0,1.0
14,9.7,97.0,18.12401,98.124199,12.0,27.47,69.1,742.9,-28.617,69.532,977.057,97.0,17.0,27.0,52.0,4.19,100.21,0.42,98.0,1.0
14,9.8,98.0,18.124016,98.124207,13.0,27.46,69.2,745.4,-38.132,66.563,972.335,98.0,18.0,28.0,53.0,4.19,100.381,0.421,98.0,1.0
14,9.9,99.0,18.124022,98.124214,14.0,27.46,69.2,747.9,-47.259,63.262,970.133,99.0,19.0,29.0,54.0,4.19,100.603,0.422,98.0,1.0
14,10.0,100.0,18.124027,98.124222,10.0,27.45,69.2,750.5,-55.904,59.645,970.652,100.0,10.0,30.0,35.0,4.19,100.873,0.423,98.0,1.0
14,10.1,101.0,18.124033,98.124229,11.0,27.45,69.2,753.0,-63.979,55.73,973.845,101.0,11.0,31.0,36.0,4.19,101.193,0.424,98.0,1.0
14,10.2,102.0,18.124039,98.124237,12.0,27.45,69.3,755.5,-71.402,51.536,979.421,102.0,12.0,32.0,37.0,4.19,101.56,0.426,98.0,1.0
14,10.3,103.0,18.124044,98.124245,13.0,27.44,69.3,758.0,-78.097,47.085,986.872,103.0,13.0,33.0,38.0,4.19,101.975,0.427,98.0,1.0
14,10.4,104.0,18.12405,98.124252,14.0,27.44,69.3,760.5,-83.997,42.399,995.519,104.0,14.0,34.0,39.0,4.19,102.435,0.429,98.0,1.0
14,10.5,105.0,18.124056,98.12426,10.0,27.43,69.3,763.1,-89.04,37.5,1004.574,105.0,15.0,20.0,40.0,4.189,102.94,0.431,98.0,1.0
14,10.6,106.0,18.124062,98.124268,11.0,27.43,69.4,765.6,-93.176,32.415,1013.213,106.0,16.0,21.0,41.0,4.189,103.489,0.434,98.0,1.0
14,10.7,107.0,18.124067,98.124275,12.0,27.42,69.4,768.1,-96.362,27.167,1020.648,107.0,17.0,22.0,42.0,4.189,104.08,0.436,98.0,1.0
14,10.8,108.0,18.124073,98.124283,13.0,27.41,69.4,770.7,-98.566,21.784,1026.201,108.0,18.0,23.0,43.0,4.189,104.711,0.439,98.0,1.0
14,10.9,109.0,18.124079,98.12429,14.0,27.41,69.4,773.2,-99.765,16.292,1029.367,109.0,19.0,24.0,44.0,4.189,105.381,0.441,98.0,1.0
